no of sites,inc mat,freq breakdown,inacc cost,satisfaction,delay rate
88,32,100,78,56,86.178
82,44,66,49,73,76.476
39,93,52,49,43,67.25999999999999
78,57,67,72,72,84.268
35,56,78,43,52,64.35499999999999
84,100,92,70,49,96.19099999999997
95,59,42,68,58,78.36799999999998
76,84,94,51,56,87.937
33,50,60,39,43,54.837999999999994
41,99,81,61,59,83.11999999999999
49,33,94,92,61,80.14699999999999
69,38,41,51,80,67.967
52,38,76,78,55,72.82900000000001
38,44,77,45,67,66.07
43,86,54,69,40,71.133
33,76,32,96,57,71.631
39,34,37,58,54,54.086
53,65,66,86,35,74.263
69,85,95,49,77,91.39
70,98,33,87,30,77.39499999999998
31,61,48,56,88,69.266
98,49,66,45,72,80.351
89,70,54,64,79,86.70100000000001
47,60,36,65,70,67.743
38,81,95,30,73,77.315
41,79,37,52,60,65.562
92,84,48,72,42,82.25799999999998
99,32,32,97,74,81.27499999999999
97,82,51,86,62,92.014
57,100,83,62,66,89.682
90,86,32,49,87,83.794
95,78,50,48,49,77.89099999999999
65,77,100,74,59,91.355
86,43,61,88,78,86.682
63,57,64,35,33,61.35999999999999
53,62,77,78,35,74.271
47,74,66,100,40,79.634
35,86,74,72,61,79.951
53,81,99,33,89,86.57
77,71,61,95,96,97.44699999999999
84,88,99,69,89,104.52799999999999
79,32,68,82,76,82.06400000000001
89,87,95,59,90,102.333
88,61,38,74,66,79.604
39,87,53,34,55,65.335
51,96,45,74,87,86.04299999999999
79,32,78,75,75,82.55799999999999
100,56,77,85,88,98.867
36,59,63,32,31,53.851
40,73,47,92,87,82.631
73,97,52,84,43,84.969
70,77,64,74,78,88.43599999999999
97,32,82,79,59,84.942
100,97,88,88,92,113.26400000000001
46,68,69,49,87,77.782
31,67,33,84,97,76.079
98,71,87,76,80,100.33600000000001
71,62,48,33,84,72.62100000000001
47,80,62,63,76,79.951
99,87,77,38,66,89.37799999999999
84,88,53,32,43,73.04299999999999
50,90,50,41,91,78.518
57,47,38,59,64,64.55099999999999
79,82,37,33,57,70.13799999999999
88,46,61,83,51,80.068
77,80,69,44,32,73.52199999999999
47,62,78,51,61,72.872
40,89,71,69,81,85.332
86,59,89,75,54,88.379
90,62,95,32,37,76.929
51,49,63,46,34,59.178
65,79,68,86,58,86.70599999999999
80,53,81,85,68,89.371
68,96,36,74,38,75.95599999999999
43,41,73,74,78,75.314
88,56,37,42,31,61.789
61,90,61,77,43,80.852
94,32,99,41,42,74.965
42,99,98,58,71,89.72099999999999
78,87,57,36,77,81.625
44,74,93,98,68,91.87
84,90,93,36,39,83.28299999999999
55,64,47,39,35,58.446
53,57,58,72,91,80.677
56,49,54,81,79,77.722
77,34,32,55,94,71.13300000000001
31,57,49,71,72,68.259
60,90,90,64,67,90.40700000000001
79,30,85,78,62,81.322
90,53,40,57,100,82.82300000000001
41,41,66,67,84,72.89099999999999
92,91,38,51,46,77.40299999999999
93,63,82,54,33,79.09299999999999
86,88,69,91,99,105.488
98,31,57,71,95,85.71600000000001
63,37,89,72,97,87.251
70,100,90,75,71,98.91999999999999
31,31,60,48,42,51.66
89,99,84,85,81,106.69
99,45,59,51,78,80.837
68,75,33,67,92,81.62899999999999
32,97,50,45,42,64.83699999999999
32,33,62,70,68,64.594
51,49,39,43,61,59.208
41,98,61,90,64,86.268
30,92,56,49,55,68.75399999999999
78,53,82,42,75,80.397
35,68,60,42,46,61.178
57,75,94,37,89,85.826
67,97,85,62,96,99.208
72,66,79,58,58,81.10799999999999
70,98,35,59,63,79.164
99,90,80,83,90,107.657
79,48,39,58,94,77.47
72,47,85,83,61,84.74600000000001
65,89,45,82,64,84.03200000000001
72,67,30,72,74,76.71799999999999
97,81,89,87,42,96.38499999999999
39,88,60,70,75,80.935
32,64,36,43,93,65.378
89,52,90,80,33,83.711
78,48,86,36,69,77.225
97,50,51,37,43,67.64399999999999
69,73,70,89,89,95.02199999999999
48,100,33,58,77,77.027
80,30,86,72,63,80.595
73,60,98,52,60,83.554
67,93,47,60,79,84.309
61,90,34,98,52,81.57199999999999
63,90,62,34,74,78.726
88,77,75,51,34,79.107
44,70,96,41,46,72.385
61,62,45,72,53,71.351
57,85,46,81,81,85.286
71,91,58,31,73,78.95599999999999
66,71,84,74,80,91.374
79,77,75,60,45,81.811
36,58,35,40,74,59.25399999999999
96,38,93,77,96,97.42699999999999
83,58,57,99,55,85.678
100,96,37,94,93,102.279
43,72,75,69,82,83.131
64,92,99,62,37,86.223
35,45,79,71,66,72.149
99,43,58,70,60,80.312
48,55,77,47,96,78.765
86,64,30,79,76,81.565
94,70,48,61,31,73.958
37,81,84,47,38,69.945
90,99,68,55,38,85.203
64,92,53,32,53,71.629
91,56,76,51,82,86.71300000000001
55,51,96,78,31,75.727
76,91,55,65,35,78.38600000000001
84,48,89,69,39,80.078
91,69,86,97,64,99.09299999999999
36,96,54,58,57,73.371
95,71,53,61,68,84.72899999999998
85,30,42,94,37,70.045
88,91,36,52,43,75.455
36,60,49,79,87,75.82
42,54,41,78,99,76.553
69,40,37,61,75,68.684
89,45,84,60,62,82.78399999999999
62,90,41,97,70,87.689
96,100,62,68,34,87.61399999999999
73,98,39,50,50,75.494
38,52,61,34,83,65.36500000000001
86,54,78,85,58,87.88499999999999
52,58,91,53,72,79.459
75,65,82,58,69,85.017
43,61,59,38,60,63.620000000000005
45,54,77,63,88,79.723
87,60,74,83,52,86.65899999999999
49,30,87,60,40,64.786
74,87,70,97,36,88.607
42,52,60,67,58,67.98299999999999
37,91,82,83,44,82.115
45,74,39,87,46,70.873
42,90,47,64,82,79.234
89,100,62,68,67,94.005
56,47,45,99,87,81.372
85,86,90,41,31,81.072
51,44,75,43,91,74.122
59,86,98,38,61,83.35300000000001
33,61,79,63,70,74.60499999999999
98,85,68,63,93,99.142
30,47,46,40,89,61.477
92,30,98,47,87,86.232
53,56,66,66,99,82.887
34,48,58,99,52,70.889
38,89,52,72,31,68.69099999999999
86,95,93,86,32,95.422
43,53,43,35,53,55.31999999999999
80,33,60,33,52,62.811
72,60,74,68,73,84.529
72,34,59,46,62,66.484
100,54,46,70,83,85.945
82,70,30,73,86,83.053
35,79,100,66,42,78.47399999999999
57,86,94,44,38,77.71600000000001
91,46,95,46,56,81.324
62,73,81,62,97,91.411
88,56,90,47,74,86.471
86,79,37,80,87,89.87099999999998
98,46,77,32,63,76.939
57,40,82,73,79,80.656
92,49,52,93,75,87.882
83,85,85,41,62,86.71899999999998
89,60,60,45,100,86.253
53,58,60,83,52,74.527
90,50,74,72,33,77.61699999999999
61,48,46,90,45,70.593
98,40,37,50,89,76.459
99,90,70,56,88,98.166
75,79,80,64,95,95.773
51,86,93,81,68,92.36099999999999
50,84,83,80,88,93.848
39,43,94,68,37,68.455
92,46,99,62,72,90.35
45,51,54,75,64,70.41499999999999
56,81,88,96,65,94.041
97,74,76,50,55,85.699
57,51,41,81,81,75.77
33,95,59,65,65,77.282
32,68,46,71,34,61.143
57,57,96,84,30,78.88799999999999
90,59,60,92,31,80.767
60,98,74,53,68,86.027
52,50,76,73,50,73.31700000000001
88,94,76,85,82,103.521
78,54,83,86,47,84.717
57,61,32,68,68,69.67
98,82,64,73,46,88.349
55,73,32,55,44,63.075
73,46,97,79,74,89.88499999999999
33,97,76,38,80,79.03200000000001
67,37,80,41,72,72.36500000000001
50,77,85,70,90,90.688
43,81,59,57,88,79.97699999999999
76,84,70,38,55,78.67699999999999
94,73,31,98,86,93.00800000000001
82,75,40,71,86,86.227
87,42,84,56,33,73.491
53,78,78,53,32,71.609
74,97,48,49,94,88.225
69,42,98,34,94,82.15
95,93,73,53,52,89.113
50,47,67,78,53,71.85499999999999
92,45,57,30,53,67.42699999999999
52,85,41,44,59,68.475
46,73,43,54,54,65.788
59,41,57,77,72,74.541
100,74,56,65,55,85.19
80,77,63,55,49,78.88999999999999
86,71,62,40,70,80.13399999999999
73,37,78,35,46,65.50099999999999
97,43,40,80,82,83.256
38,58,64,98,61,77.723
81,46,36,65,72,73.045
67,50,87,67,89,87.72800000000001
52,54,92,36,97,80.721
38,64,84,34,58,67.77999999999999
77,46,35,31,41,55.976
83,81,99,35,69,89.416
60,70,64,42,43,67.957
47,61,69,46,79,73.627
93,50,85,57,64,84.977
86,100,76,58,42,88.13999999999999
88,48,96,32,39,73.763
98,61,42,31,64,72.061
32,69,87,87,58,81.15899999999998
53,93,63,96,65,90.143
61,87,61,67,72,84.795
35,30,79,72,65,68.487
54,45,37,34,62,56.528
38,51,66,88,85,79.953
54,86,96,91,35,88.164
87,82,76,31,39,76.69399999999999
58,60,83,58,91,85.317
70,77,97,86,79,99.649
81,55,43,62,77,77.445
36,94,93,78,77,92.159
53,48,66,88,80,81.626
84,79,58,97,83,97.662
92,79,75,66,31,83.473
47,42,96,36,76,72.414
78,43,38,59,100,77.47699999999999
59,90,71,53,33,74.526
43,90,84,37,54,75.083
97,64,61,53,49,78.858
88,70,86,32,40,76.93599999999999
50,33,88,68,58,72.358
97,66,31,31,48,66.435
72,69,84,68,30,78.63
53,40,90,55,95,81.186
85,94,34,96,43,85.66499999999999
73,47,44,73,78,76.71900000000001
52,84,58,54,94,83.384
82,82,63,51,49,79.622
87,57,33,49,68,71.58099999999999
62,35,42,67,64,65.75299999999999
58,100,53,80,51,83.303
38,73,55,40,61,65.093
98,99,64,95,49,98.578
84,84,52,30,83,81.137
90,99,66,86,43,93.473
30,71,87,55,65,75.102
31,65,41,55,53,59.716
94,71,93,95,90,107.89899999999999
66,84,95,75,40,87.67299999999999
61,65,66,35,76,73.851
39,81,86,88,72,89.21
91,56,31,96,71,83.973
41,59,68,47,89,74.136
32,82,50,87,53,74.078
81,93,89,58,43,88.63899999999998
31,52,34,98,56,66.02
59,35,33,86,78,70.878
43,97,51,45,40,67.253
34,67,39,38,85,64.151
52,86,75,71,70,86.27099999999999
78,73,64,80,60,86.444
91,55,64,55,49,76.428
85,49,93,97,58,92.99899999999998
57,69,62,93,48,80.117
50,72,86,73,91,90.686
84,31,34,49,71,65.49
83,69,83,57,84,91.60499999999999
53,82,45,35,49,64.324
95,30,35,36,96,71.118
63,52,93,32,49,70.407
81,78,34,87,96,91.591
57,62,74,91,70,86.24100000000001
69,95,73,80,100,101.63
67,91,40,66,69,81.121
84,32,80,46,96,82.354
88,90,40,65,35,77.386
43,66,57,91,57,76.496
81,66,89,100,67,98.137
72,43,80,33,79,74.80999999999999
99,74,31,63,35,73.462
31,81,90,47,97,84.412
71,67,88,100,39,88.857
78,84,61,56,32,75.70400000000001
39,57,32,57,55,58.48
86,42,92,87,75,93.024
56,88,80,95,60,92.329
81,32,69,76,67,79.12899999999999
83,80,74,35,80,85.767
70,59,100,51,70,85.279
31,53,44,59,95,68.78200000000001
85,75,45,36,82,78.688
66,57,54,35,67,67.976
70,69,33,72,94,82.354
41,83,32,55,43,61.882000000000005
73,89,72,76,95,98.69300000000001
76,96,36,72,34,76.426
41,81,65,46,90,78.774
89,78,98,93,93,109.866
49,86,42,43,87,74.854
77,38,46,68,57,69.619
80,99,94,50,67,95.017
93,39,31,69,78,75.463
63,91,87,49,30,77.93499999999999
30,51,49,84,36,60.892
51,41,52,57,41,58.92999999999999
52,87,61,90,61,85.511
61,76,72,88,89,94.06299999999999
45,91,81,57,79,86.06400000000001
81,76,98,39,47,83.05
96,32,32,30,79,65.493
37,88,75,33,59,71.2
39,90,91,38,60,77.536
61,52,100,44,36,71.362
64,79,49,84,51,79.62700000000001
84,31,94,47,57,76.214
53,34,40,98,33,62.781
89,91,38,70,80,89.624
83,80,45,84,96,94.51799999999999
60,86,64,39,86,81.667
81,98,86,70,48,93.26799999999999
52,68,56,49,62,69.937
31,45,67,76,65,69.223
35,60,62,49,45,61.169999999999995
39,46,34,65,62,59.943
30,80,67,76,45,72.62100000000001
42,67,32,35,46,54.095
84,52,92,90,39,86.88900000000001
91,76,77,57,98,97.215
96,100,39,78,40,85.902
31,93,58,75,73,80.45599999999999
60,80,96,96,40,90.592
54,70,99,55,91,89.964
98,92,56,59,70,91.315
32,91,50,47,83,73.904
46,81,93,78,78,91.652
92,67,37,57,63,76.92599999999999
74,88,59,94,64,92.298
62,49,52,37,55,62.114
38,47,67,80,52,69.192
97,53,60,75,47,80.786
85,84,93,97,67,103.744
89,90,85,71,72,99.131
35,32,49,38,76,56.087999999999994
48,66,94,99,30,82.06299999999999
65,66,54,72,90,84.556
61,55,80,46,99,83.13499999999999
61,66,87,73,34,78.163
79,86,53,68,59,84.01299999999999
69,68,68,40,95,82.877
50,46,60,94,53,73.791
47,35,53,53,52,58.464999999999996
73,57,87,55,47,77.68199999999999
57,84,81,62,77,87.985
89,52,93,51,83,89.64599999999999
69,97,38,66,47,77.191
55,82,79,54,45,76.741
61,51,65,66,96,82.624
76,81,42,97,54,85.205
39,85,98,86,90,97.038
74,73,51,72,60,80.36
97,43,37,58,53,70.07300000000001
81,52,77,39,87,81.87
42,83,98,51,91,89.01599999999999
37,59,99,95,41,80.63600000000001
36,86,84,66,96,89.74999999999999
75,58,75,54,52,76.464
35,90,45,61,46,67.503
55,63,66,95,43,78.406
83,98,81,93,60,101.061
59,95,90,40,41,79.183
32,48,88,82,80,80.45400000000001
99,96,80,69,88,105.229
85,54,75,33,56,73.785
38,60,77,44,59,67.771
69,92,51,77,44,81.081
88,47,39,93,82,84.969
91,43,99,91,90,100.83299999999998
97,46,65,65,30,73.70299999999999
51,89,55,78,95,89.707
39,72,43,76,89,77.77099999999999
71,99,79,76,66,95.252
78,82,71,51,66,84.771
57,40,30,87,69,68.92
70,93,83,75,58,92.31899999999999
92,67,49,52,47,74.719
85,60,40,93,40,77.369
78,56,38,82,52,74.478
74,73,82,32,35,72.079
65,86,43,46,93,81.169
52,94,37,82,68,81.13399999999999
74,84,52,91,45,84.23
36,97,36,57,82,75.10499999999999
67,60,55,76,75,81.117
32,79,33,80,58,68.722
60,49,63,63,94,80.187
96,95,33,73,46,83.473
62,79,50,71,39,73.28800000000001
96,66,83,99,40,93.445
86,99,75,64,72,96.46
50,74,81,78,93,91.65899999999999
58,51,56,77,73,76.74
55,55,44,57,78,70.42699999999999
90,77,83,66,33,84.94299999999998
88,58,38,49,51,69.122
98,64,52,99,77,94.942
60,72,43,43,52,65.76899999999999
72,31,64,84,97,84.781
75,62,52,98,71,87.175
86,51,63,72,58,80.33399999999999
37,44,58,66,72,67.52
32,75,61,51,93,76.106
31,91,95,93,56,89.205
34,91,71,68,58,78.49
50,41,46,32,39,50.659
53,71,87,38,38,69.922
85,65,30,87,31,72.48599999999999
69,45,99,82,96,95.28
43,87,52,58,77,77.28099999999999
42,41,60,60,84,69.96799999999999
84,59,87,86,90,98.89999999999999
99,57,31,100,90,91.78
65,75,85,66,90,92.85799999999999
96,61,34,86,68,83.97
95,85,42,47,52,78.139
59,93,67,80,86,93.828
70,74,75,83,36,82.285
74,51,82,77,100,93.571
92,78,93,59,35,86.9
35,74,36,45,82,66.33500000000001
77,78,52,88,59,86.193
50,40,61,54,65,65.791
71,46,89,95,42,83.49699999999999
63,87,57,85,55,84.512
77,61,57,96,47,82.269
30,60,82,68,67,74.84700000000001
87,98,45,85,53,89.586
64,63,78,51,45,73.31
35,63,66,53,65,68.75
98,90,30,68,55,82.995
83,36,71,50,60,73.044
32,100,32,63,86,76.33099999999999
75,91,46,46,90,84.806
50,43,33,60,35,53.79899999999999
65,86,68,51,74,83.829
42,48,33,69,97,70.46
55,34,42,93,79,73.808
43,83,96,97,74,95.78299999999999
49,53,77,95,82,86.75300000000001
66,72,89,55,45,79.646
85,52,95,49,73,86.22999999999999
46,33,71,58,61,65.547
70,40,92,39,54,71.855
93,85,70,34,48,80.348
88,59,46,56,34,68.854
30,66,56,53,74,68.03699999999999
79,74,64,51,41,75.228
62,80,44,41,42,65.513
56,70,58,36,52,66.27199999999999
64,59,66,43,37,65.502
78,65,44,69,70,79.38899999999998
42,98,93,69,48,85.295
70,74,55,33,91,78.72999999999999
35,74,68,92,72,83.11399999999999
99,35,68,91,35,79.778
31,55,48,50,37,53.849
67,85,62,44,72,80.41399999999999
76,43,53,36,69,67.469
91,34,71,95,51,83.22200000000001
36,41,77,42,78,66.82000000000001
77,60,45,54,53,70.361
75,80,56,46,44,73.292
51,54,66,53,79,73.856
53,78,63,33,42,65.539
57,87,73,71,61,85.03200000000001
64,92,55,66,92,89.934
94,73,41,63,45,76.89800000000001
46,71,61,79,48,74.297
61,83,81,46,95,89.231
40,45,63,77,96,78.26299999999999
73,64,45,33,44,63.061
86,36,40,91,95,84.744
30,67,46,39,38,53.619
71,74,99,62,98,98.47
66,47,81,65,80,82.59899999999999
100,80,62,94,82,101.78
63,32,32,36,57,53.575
98,50,75,81,95,97.174
73,47,36,100,65,78.143
57,42,100,100,79,92.09700000000001
88,76,37,92,93,94.009
42,37,84,40,42,59.698
84,86,65,62,43,82.773
39,77,56,52,73,72.411
71,47,89,30,60,72.356
48,89,74,92,43,84.279
46,59,82,47,60,71.657
36,41,64,80,46,65.042
36,63,41,86,56,68.706
41,72,31,99,51,71.60600000000001
53,89,90,36,74,83.38
73,68,46,68,56,75.726
74,35,59,38,54,63.30800000000001
30,83,56,44,54,65.098
53,55,87,82,62,82.59
79,45,49,47,62,68.665
68,84,74,32,93,85.56899999999999
56,32,33,66,41,55.495000000000005
47,46,38,78,73,68.709
65,96,79,50,82,90.67
80,98,33,98,74,93.268
35,58,30,91,68,68.715
75,53,93,63,68,85.743
68,70,48,96,45,79.60100000000001
51,49,90,52,46,70.16399999999999
94,94,77,42,30,82.02799999999999
74,53,56,93,41,77.14800000000001
80,63,52,47,67,75.256
56,38,67,48,49,62.840999999999994
64,88,98,82,32,88.638
99,99,60,31,40,80.08699999999999
78,40,33,40,39,55.962999999999994
97,68,98,79,75,101.55
91,54,47,90,85,89.361
96,55,57,55,79,83.28
55,38,78,63,48,68.683
56,62,35,60,61,66.745
81,87,70,74,70,93.042
75,56,30,92,89,83.29499999999999
55,34,63,94,43,70.35499999999999
32,55,52,83,43,64.556
54,79,54,61,49,72.348
80,54,60,75,46,76.67099999999999
75,85,37,49,44,70.605
48,35,54,31,55,54.34
94,76,49,38,66,78.652
48,54,58,79,64,73.821
69,80,79,72,78,92.1
90,86,96,88,95,110.84699999999998
59,72,59,79,56,79.15899999999999
54,65,40,91,45,71.826
40,93,96,61,92,93.15899999999999
43,89,33,74,73,76.041
51,37,56,97,80,78.205
73,35,78,36,95,77.261
43,36,41,32,99,61.224999999999994
43,44,59,35,87,65.35799999999999
84,57,54,96,46,82.00999999999999
33,53,47,30,85,60.50099999999999
37,98,53,95,80,88.483
33,77,56,92,51,75.289
84,50,38,67,56,71.80099999999999
57,81,75,91,64,89.65100000000001
30,55,42,39,66,56.575
88,72,64,44,89,86.977
73,37,60,89,32,70.801
60,53,50,37,54,61.873000000000005
36,68,56,55,92,74.87299999999999
34,96,74,64,61,80.20499999999998
98,49,59,35,85,79.398
74,50,42,80,78,78.906
36,55,46,70,93,73.151
36,87,45,40,74,68.77
66,78,77,63,89,90.906
34,50,94,44,65,69.981
93,46,43,60,96,82.322
42,88,93,53,86,88.27700000000002
65,58,40,97,93,85.99799999999999
74,82,41,71,59,79.628
81,60,33,32,77,68.935
63,67,51,31,93,74.356
60,96,78,43,88,88.985
61,78,96,34,73,83.36499999999998
74,78,97,80,75,98.423
71,98,40,63,83,86.49799999999999
86,89,47,42,61,79.14699999999999
61,69,68,99,49,84.252
30,71,76,64,87,79.995
72,50,100,74,38,81.316
100,63,37,66,48,76.39800000000001
43,37,56,75,35,59.897999999999996
79,45,56,93,42,76.65100000000001
74,78,35,92,74,85.966
84,38,34,92,67,76.667
34,63,86,44,56,68.99600000000001
49,60,98,67,46,77.961
36,50,42,82,100,75.586
40,77,41,78,62,72.616
47,60,84,90,30,75.72999999999999
74,74,44,91,99,93.068
43,39,55,86,55,67.71499999999999
94,36,93,53,45,78.128
35,78,73,98,37,78.193
49,94,32,89,76,82.849
86,38,91,52,75,83.29899999999999
96,41,81,89,39,84.18199999999999
41,72,58,44,34,60.663999999999994
92,43,62,41,35,66.422
85,46,74,57,96,87.221
100,57,92,46,34,80.064
82,41,52,63,95,81.12
96,91,69,63,38,86.891
82,43,72,92,68,86.91999999999999
31,100,92,82,86,95.346
91,91,35,90,63,90.071
53,50,39,76,36,61.830000000000005
97,87,90,62,64,97.40800000000002
99,54,82,46,87,89.63499999999999
35,54,87,88,66,80.428
52,94,85,67,67,88.95599999999999
59,40,51,34,91,67.039
77,53,55,72,98,86.49199999999999
61,61,70,82,50,78.902
54,67,74,92,61,84.773
68,87,41,30,81,74.823
77,64,48,99,35,78.59400000000001
69,33,50,44,96,71.162
39,35,75,59,64,66.29499999999999
41,89,84,68,33,76.743
33,47,91,62,48,68.48400000000001
82,54,31,71,33,65.922
95,30,77,82,62,84.214
61,65,92,79,90,94.317
33,30,48,56,93,63.411
89,95,70,56,42,85.696
71,81,58,93,74,91.827
78,75,84,79,97,100.634
62,64,58,89,62,81.589
37,47,36,46,57,54.349000000000004
67,82,63,76,52,82.80199999999999
95,81,34,84,83,91.797
54,59,44,63,95,76.78399999999999
57,37,85,50,83,76.047
76,56,95,69,93,94.788
94,40,48,68,56,74.464
74,75,94,48,43,81.34299999999999
76,95,61,100,57,94.721
79,72,72,52,42,77.17999999999998
92,31,93,83,80,92.28899999999999
60,82,70,81,51,83.786
33,42,58,90,53,67.241
38,86,74,89,31,77.458
78,31,58,77,88,80.863
41,89,54,56,30,65.77199999999999
61,60,90,32,96,82.658
86,66,33,98,71,86.17699999999999
91,55,86,70,35,82.01100000000001
80,54,35,78,91,82.325
80,68,80,89,97,100.86399999999999
73,69,62,72,73,85.011
53,39,53,52,96,71.42999999999999
43,99,62,62,40,74.556
64,56,36,93,43,71.07
78,82,57,93,94,98.421
85,79,88,51,42,84.001
91,76,83,56,73,92.311
73,72,98,54,47,83.783
72,51,87,76,92,92.10399999999998
59,71,92,72,82,91.636
58,34,58,95,92,82.10900000000001
70,97,59,70,63,87.449
100,63,36,67,34,72.967
32,39,37,52,95,62.19899999999999
57,71,93,54,92,89.47200000000001
98,72,50,32,68,77.91999999999999
86,95,40,87,76,93.513
94,32,58,31,54,65.471
50,76,81,55,31,71.36800000000001
80,91,51,51,44,77.181
67,63,87,58,65,82.83299999999998
93,39,42,58,84,76.94399999999999
61,51,63,99,94,89.665
33,49,46,96,78,73.604
43,72,93,43,41,71.16
93,86,86,97,67,104.45999999999998
35,63,86,85,90,87.53099999999999
84,54,63,57,91,85.02199999999999
65,34,45,41,41,55.014
83,98,67,46,72,89.164
73,43,56,55,38,64.497
44,58,43,50,53,60.42699999999999
81,49,90,61,69,85.24600000000001
39,90,95,30,87,83.183
32,69,92,86,88,89.486
50,76,91,89,97,98.24
98,32,97,36,59,78.395
36,58,95,35,100,79.04899999999999
98,97,78,55,83,100.11599999999999
43,81,58,35,70,69.977
82,54,34,87,52,75.197
70,75,33,80,42,73.02199999999999
49,61,51,88,35,69.145
89,85,56,78,39,84.451
59,62,85,64,45,76.72300000000001
71,40,61,66,40,67.664
75,86,76,84,55,91.565
54,93,84,55,75,87.996
87,51,54,79,56,79.591
53,55,46,44,34,56.492
59,43,37,72,39,60.849
32,71,99,59,92,86.101
82,32,63,30,93,73.099
79,100,30,88,60,86.92200000000001
100,81,78,46,89,95.97899999999998
54,97,68,30,66,76.788
90,85,86,36,49,84.25699999999999
77,83,73,47,56,81.839
86,72,75,88,78,97.17399999999999
48,68,94,72,78,87.75
93,30,100,63,51,82.03
83,75,38,82,52,80.32399999999998
71,99,71,36,66,83.58
76,78,93,90,69,98.891
60,99,60,81,40,82.79899999999999
69,87,65,93,46,87.655
48,76,41,75,79,77.744
70,41,72,60,33,67.17699999999999
82,76,42,45,96,83.09100000000001
60,69,85,100,54,89.626
73,65,64,86,56,83.75999999999999
74,90,66,68,69,89.40100000000001
93,32,90,99,55,89.806
82,61,57,74,99,90.87299999999999
40,75,45,49,59,65.322
89,52,68,32,88,80.154
61,71,54,81,47,76.46
72,67,40,46,87,76.02499999999999
83,100,79,63,44,89.851
47,37,39,52,99,66.809
74,87,83,77,95,101.374
86,90,36,68,31,75.675
71,32,46,47,91,69.92999999999999
48,40,59,35,82,64.367
89,88,77,63,47,88.622
93,95,74,100,55,101.517
50,71,95,82,31,80.125
33,55,89,58,47,68.731
80,68,66,79,66,87.423
74,94,45,51,57,78.182
81,44,48,54,83,75.507
91,100,45,87,85,99.36800000000001
66,93,57,96,71,93.295
100,70,82,67,80,97.16899999999998
65,50,70,62,78,79.18599999999999
47,54,83,93,36,76.221
78,66,55,82,98,92.33599999999998
57,78,38,79,45,72.32000000000001
84,65,43,70,49,75.695
60,47,83,76,75,83.083
73,49,70,76,55,78.645
49,83,41,66,87,79.467
68,54,43,33,83,68.478
76,94,41,78,97,94.051
78,83,34,87,54,81.795
84,65,37,38,91,76.745
67,69,99,45,33,76.22599999999998
51,99,68,73,43,81.36399999999999
66,47,54,30,43,58.441
97,34,50,33,37,61.053999999999995
81,61,52,38,32,64.248
31,61,37,31,48,50.707
43,88,54,60,84,80.214
31,86,87,54,43,73.371
64,62,39,95,98,87.227
55,44,33,91,32,62.051
75,88,42,31,99,81.658
68,69,59,55,40,70.85300000000001
71,69,79,72,41,80.835
100,74,95,58,96,103.05
63,41,44,74,98,77.97800000000001
30,88,50,66,56,70.69
32,63,40,98,95,79.965
56,77,55,61,35,69.158
76,80,56,54,32,72.53800000000001
96,74,53,76,95,95.963
96,79,78,50,85,94.515
37,60,78,41,34,60.919000000000004
82,41,65,68,70,79.382
74,90,45,91,51,85.456
41,36,56,69,78,68.247
31,44,40,72,43,56.028999999999996
98,86,54,90,70,96.89600000000002
90,63,98,90,55,96.40899999999999
46,30,57,98,95,79.449
